"ID","text"
"Health00574","I have a cold and it makes me cough alot"
"Health00575","I feel pain in my heart when I wake up"
"Health00576","I feel a soreness in my knees when I walk"
"Health00577","My wound was infected when i was planting some flowers in my garden"
"Health00578","Feel like something is being jabbed into my joints"
"Health00579","I have a foot ache in winter, or when it feels cold, why?"
"Health00580","I can't move my head up and down."
"Health00581","i feel dizzy after severe diarrhea"
"Health00582","I feel a sharp pain in my stomach"
"Health00583","Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel."
"Health00584","i have pain but i can't specify place"
"Health00585","I feel pain in my neck while I'm working."
"Health00586","I could not exercise because of my knee pain"
"Health00587","i feel that it's hard to breath for me specially after running or making any effort"
"Health00588","I am having running nose"
"Health00589","I have a headache every time I eat ice cream"
"Health00590","Sharp pain and heavy breathing"
"Health00591","There is a sharp pain in my calve."
"Health00592","I feel dizzy when i make sudden movements"
"Health00593","When I wake up in the morning I feel a soreness in my body"
"Health00594","i was injured during football match, i was diagnosed with Cruciate ligament"
"Health00595","I have a sharp pain in my ear"
"Health00596","standing less than five minutes and my back start to ache"
"Health00597","Need to scratch my skin every minute"
"Health00598","i can't breath because of  Cough"
"Health00599","I wake up at night feeling cold"
"Health00600","I used alot of pain killer to get better but i still feel the same back pain"
"Health00601","I feel cold and chills even though my clothes are heavy"
"Health00602","When I stand up, I feel like I'm going to fall down instantly"
"Health00603","My head ache since I woke up this morning."
"Health00604","I feel a sharp pain in my head when I think too hard."
"Health00605","My knee hurts when I walk"
"Health00606","I have a cut on my foot that became infected from using the showers at the gym."
"Health00607","I had a pain in my knee when I was swimming"
"Health00608","I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again."
"Health00609","i'm injured i can't play sports"
"Health00610","My lungs feel heavy like they are filled with mucus"
"Health00611","I can't stop coughing"
"Health00612","The knee feels like it rusted and I suddenly cannot bend it anymore."
"Health00613","He was discovered to have an open wound."
"Health00614","My knee hurts when I play squash"
"Health00615","I can't do anything I feel a weak in my body"
"Health00616","My shoulder hurts me so much"
"Health00617","I feel pain inside I do not know what it is"
"Health00618","Every time I look to left I feel a sharp pain in my neck."
"Health00619","I suffered a deep wound in my hand and I can not stop the bleeding"
"Health00620","I don't do anything at home and still I feel exhausted."
"Health00621","when i raise my hand i feel pain in my shoulder."
"Health00622","I have shooting pain in my kneecap after working out."
"Health00623","I feel a soreness in my knees when I walk"
"Health00624","I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains."
"Health00625","I felt my heart hurts when I ran for along distance"
"Health00626","My head hurts and I lose the sensation in my face, then lose sight in my eye"
"Health00627","I get i joint pain when i try to bend my leg or my arm"
"Health00628","I feel great pain in my feet after playing one of the sports games"
"Health00629","My biceps started aching after I went to the gym"
"Health00630","My chest break out with red pimples and whiteheads."
"Health00631","I have a cold and it makes me cough alot"
"Health00632","I have blurred vision."
"Health00633","Why is my shoulder aching when I try to pick up the laundry?"
"Health00634","I feel pain in my heart when I wake up"
"Health00635","there is a red stain in my skin"
"Health00636","I read a book for along time and when I finished reading I feel head ache"
"Health00637","I feel a huge emotional pain after I broke up with my girlfriend."
"Health00638","My arm hurts when I stretch"
"Health00639","His infected wound was beginning to rot."
"Health00640","I have a dry throat"
"Health00641","I feel pain in the knee"
"Health00642","My back is hurting so much."
"Health00643","my child has cough all night, she can't sleep"
"Health00644","My heart hurts while I'm sad, why?"
"Health00645","My back hurts a lot when I bend"
"Health00646","I get big patches of irritated pimples on my back and they hurt."
"Health00647","longitudinal burning line across back with hard respiratory movements"
"Health00648","My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal."
"Health00649","My chest hurts when I go to take a breath"
"Health00650","i feel sad"
"Health00651","I just can't seem to get warm.  Even when everyone around me is warm I always feel cold."
"Health00652","I'm not feeling good I get infection wound"
"Health00653","having difficulty moving my knee"
"Health00654","My hair always falls out and i have lost a lot of hair lately"
"Health00655","I wish this excruciating feeling of loss could go away."
"Health00656","I feel pain in the knee when walking"
"Health00657","I feel hurts in my heart"
"Health00658","i walked a long for 3 km, i feel pain in my foot like foot ache"
"Health00659","I feel like the world goes round and round"
"Health00660","I feel like I can hardly breathe unless I get what's in my lungs out"
"Health00661","My body feels weak although I eat a lot, why?"
"Health00662","I have a rash on my skin"
"Health00663","There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!"
"Health00664","There are some pimples on my face that bother me a lot"
"Health00665","I couldn't stop shaking or unclench my jaw, that's how cold I was."
"Health00666","I can't stand with this horrible feeling in my stomach"
"Health00667","I feel a pain in my back"
"Health00668","I don't have the energy to do the things that I used to"
"Health00669","My body feels weak and i think that my face is fade and i can't sleep well"
"Health00670","I feel like something is squeezing my lungs."
"Health00671","My ankle joint throbs when I put pressure on my foot."
"Health00672","The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation."
"Health00673","My foot is hurting so much."
"Health00674","I feel like I've always got something in my throat"
"Health00675","My body feels weak although I take my vitamins regularly."
"Health00676","I always feel like I have menstrual pains even if I don't have my period."
"Health00677","My body aches on the inside between my hips and shoulders."
"Health00678","There is a constant tickle in my throat"
"Health00679","When I stand I feel dizzy I do not know why"
