"ID","text",,,
"Religion0197","I just finished day 4 of my Bible reading in the book of Proverbs for this month. 
Proverbs 4
Insights:  Make sure that we resolve, that we will not stray from the instructions of the Pure Word of God.",,,
"Religion0198","I hate prolife shit because it literally came out of no where. It's not in the bible, it's not in any holy text, literally where the fuck did it come from? People can accept euthanization even though it's sad, abortion is nearly the same thing but that's ""WRONG"" for... why?",,,
"Religion0199","Bible says:""you don't need so many friends,few but real and loyal is enough""",,,
"Religion0200","@TPPatriots So the Bible says you have to forgive others if you want God to forgive you... Sounds like she won't be in Heaven. Her choice.",,,
"Religion0201","@TorrezDesrae__ The bible literally references Ethiopia..the kings James is just a translation i swear ??",,,
"Religion0202","@Albion43S @HamzaIbnBased @HalalGorah Go and open any Hebrew Bible",,,
"Religion0203","@jennyakhigbe1 @AishaYesufu @abdulsujee Since the Bible was revealed in Aramaic language. The name of God should be in Aramaic language not English. God called himself   Elaha in Aramaic language",,,
"Religion0204","Buddha wanted the whole world to follow him!! He formed the Sanghas to spread his teachings. That's why Buddhists like emperor Ashoka took it to the entire east &amp; south east Asia. https://t.co/n1AlvBwk3J",,,
"Religion0205","@alphatucana @Slippydude @Inclinepress @stevefx @LiquidFaerie l disagree on the religious approach.  Pregnancy is a natural byological consequence of sex. If one sticks to a religious approach, it shd be noted the Bible text says: ""[G-d] blessed them, saying frutify &amp; increase."" The blessings is an order. Not a punishment.",,,
"Religion0206","@shottambabu @Samone59960567 @Antipervcult Again, there are no specific sorts of atheism. You’re talking about a group of atheists doing stuff. That’s not ‘atheism’.",,,
"Religion0207","@nakwaati Do you practice what's written in the bible at all?",,,
"Religion0208","being catholic https://t.co/657oFK3J9u",,,
"Religion0209","Do these Bible thumpers, religious zealots, and Sunday mass fronting conservatives think that when they step in front of the pearly gates of heaven it will be a free pass to heaven? I'm pretty sure God isn't too thrilled with how they use his word for bigotry and inhumanity.",,,
"Religion0210","Maybe dont use a bible verse to fucking invalidate ppls identities??? Kthx https://t.co/sjXmPGuVkD",,,
"Religion0211","To God?! What part of the Bible did I miss?! https://t.co/Nr2UHTeTUD",,,
"Religion0212","Church in Poland warned against being 'exploited': pro-choice demonstrators have disrupted Masses and daubed slogans in protest at Catholic Church support for #Poland  #abortion ban. https://t.co/QOMmP2Dn7y #Catholic #Christian #news",,,
"Religion0213","@ibramill_g That is the essence of why so many fall into the trap of Islam, they fail to understand difference between belief and theory.

Religion was invented when the first con man met the first fool.",,,
"Religion0214","""I will arise and go to my father, and will say unto him, Father, I have sinned against heaven, and before thee,"" ~Luke 15:18 #Jesus #Love #Bible",,,
"Religion0215","@ViwePantshwa @lungilekamnisi @Mookay_Gasolo How did you than make that conclusion if you reject the Bible. I blame poor reading. We can drop verses you'll say the Bible is contradictory.",,,
"Religion0216","Any.. I even read the Bible 🤔🤔🤔🤔 https://t.co/jvrzJamZ5i",,,
"Religion0217","@JonathanPetruc3 @BoarKing23 @NationalistTV @NickJFuentes How in any way is trump Christian also the Bible supports slaves so how is that a guide to morality",,,
"Religion0218","@MissFitsyKay @fnixxy @RudyGiuliani Yeah my research shows that God is in fact not a great guy in the Bible he murders like 2 million people as opposed to “the embodiment of evil” satan only kills like 10. Huh odd. If God is all knowing then he knows Eve will doom humanity and creates her just to watch it happen🤷🏻‍♀️",,,
"Religion0219","@InnerCity_NYC @MurthaEileen Hi Eileen. One of my children went to Catholic middle and high school and received a wonder education. I wanted to ask if you had a relative, Miss Murtha, who taught Kindergarten at PS 31 in lower Manhattan in the 50’s &amp; 60’s. If so, I had her and loved her dearly.",,,
"Religion0220","“Possibilities and Impossibilities: God is in Control – not Atheists” Read More: https://t.co/aAIdNIf82S #PureDoctrinesOfChrist",,,
"Religion0221","Since u already have a Bible and knows what God expect from u, why does your Pastor keep preaching every Sunday?😂😂 https://t.co/xmgJIguJV7",,,
"Religion0222","In that #Europe, Muslims who worship in the open area will lynch them if #Christians do the same in any muslim country or #atheists march. They want freedom only for their own beliefs, but never respect the freedom of others.",,,
"Religion0223","@ITQRIN ugh i’m so glad you finally finished reading the bible 🙏😻😻 jesus loves you it’s never to late to repent for your sins !! kill all gays ‼️‼️😁😁 /j",,,
"Religion0224","@sir_bazooka @Sanusee28057987 @Rational7628 @officialdeezell So according to your bible when they lived in Eden they didn’t interact physically? Make whatever you wanna make about the prophet believe me we know him better than you know your own religion.",,,
"Religion0225","I remember when I was with my ex. this was crazy and I knew he was an atheist, this started from talking about a scientific  and ended in belief and religion and concerning God.",,,
"Religion0226","He also preached about those who are ONLY allowed in the Kingdom of God. 

I am not a very godly person, I dont go to church every sunday, I dont read the bible regularly and I do not quote biblical verses all the time, but one thing is for sure - HINDI AKO MASAMANG TAO.",,,
"Religion0227","The bible said ""a borrower is a servant to the lender"". Little wonder why this countries lending to  Nigeria dictate to her whatever they want.",,,
"Religion0228","@JanetMorana @frfrankpavone @RogerMarshallMD Congratulations on ensuring low income woman do not get much needed medical care. I wonder where in the bible it says denying healthcare to poor people is one of Jesus' teachings. 🤔",,,
"Religion0229","@Musafuad1 @AishaYesufu @abdulsujee Yes dear...I don’t for any reason do what my pastor says...my standard is my Bible if ever I do something contrary which is constantly possible because I’m not perfect and not God...I go down on my knees and ask for mercy from God and continue to do my best to be like my God",,,
"Religion0230","Not sure she's Christian..but niggas dunno the bible says if you were some type of things ..you gonna head to hell?..",,,
"Religion0231","@psychofankady i’m down for bible reading 😼",,,
"Religion0232","@Kamva_xs They really think they’re bringing the Bible into reality",,,
"Religion0233","Let the word of Christ dwell in you richly in all wisdom, teaching and admonishing one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord.
Colossians 3:16 NKJV

https://t.co/LZGyE7ohI4 https://t.co/Pq1gyNBoH0",,,
"Religion0234","""But the father said to his servants, Bring forth the best robe, and put [it] on him; and put a ring on his hand, and shoes on [his] feet:"" ~Luke 15:22 #Jesus #Love #Bible",,,
"Religion0235","this is what the bible meant by the devil/hell. you are operating from your lower self/ego off human desires.
lust, greed, physical wealth &amp; hate. vibrating above the heart is what they meant by god/jesus they are talking about you connected to your higher self/upper chakras...",,,
"Religion0236","Close minded catholics will really discriminate how i worship God, come on i worship my own way, just because i don't worship the same as you doesn't mean i'm less of a catholic than it is.",,,
"Religion0237","still haven't reached that level of buddhism where you no longer feel attracted to women",,,
"Religion0238","@Atalkinglobster @jericha_throne @realDonaldTrump and that's YOUR belief- why come onto a Christian's reply and dictate their religion for them? You do realize not being part of a religion, is a religion itself right? smh",,,
"Religion0239","@jericha_throne @realDonaldTrump #antichrist #FakeChristian #Cult45 #EnemyofThePeople 
Read the Bible. It's obvious you haven't. Mentioning Jesus and Trump in the same breath is blasphemy. https://t.co/pRYw0G9DdX",,,
"Religion0240","@desiringGod AKJV John3:36 He that believes on the Son has everlasting life: and he that believes not the Son shall not see life; but the wrath of God stays on him.   Big difference between the Bible versions!  KJV is true.",,,
"Religion0241","#0411SainteC If you look at the glass closely instead of being dazzled by the overall effect, it tells the entire story of the Bible from the west end left side, round the north wall, round the chapel and back down the south side, from Genesis to crucifixion. https://t.co/Q8CoX6XIGY",,,
"Religion0242","Any free online Bible school recommendations please???",,,
"Religion0243","🤣🤣🤣🤣
To stop accident. When accident is coming and it sees the bible, if will divert. https://t.co/NXACu6vfRI",,,
"Religion0244","Not gonna lie I finna start my own bible",,,
"Religion0245","""  Jesus looked at them and said, ""With man it is impossible, but not with God. For all things are possible with God."""" (Mark 10:27 ESV)
 
 #Bible https://t.co/Nbe4FPTKcY",,,
"Religion0246","@LisaAnnWalter A lot of Latinos have abandoned the Catholic church.",,,
"Religion0247","@AtheistQOTD I am atheist, most stuff shared here pretty good. But this was a weak post, won't convince any theist. They claim God is eternal being outside laws of physics such as causation. We atheists need to understand theists and come up with better reasoned arguments and criticisms.",,,
"Religion0248","@agnestasia_faka @OpuiyoMike @adamugarba Nah.....their culture and ranka Dede has positioned them to believe things the elders say without question. Moreso our bible is in English but some of our Christians still can’t interpret.",,,
"Religion0249","G. K. Chesterton ""If there were no God, there would be no Atheists."" #Inspiration",,,
"Religion0250","@Zazzi_10 @FoxNews Not the God of the Bible! Maybe the god of hell.",,,
"Religion0251","@TarkaTambo I think I did say a while back that some women come on here &amp; talk about dating, they pluck out the parts they like about patriachy &amp; will preach them like Bible verses but then will lean on feminist ideology in their next breath. It's the hypocrisy for me.",,,
"Religion0252","The Northeast really needs to secede ..... like there is no was New York and the Bible Belt should be the same country .... it just doesn’t work",,,
"Religion0253","@harriechristus @Pontifex @Biblebabble @HolyBible_KJB @OldKingJames @biblestationone @Bible_Quotes40 @betterbibles @JewishBible @GodsKingdomCome @godskingdomkeys @GodsKingdom10 @Godskingdomstud @GKBuilders @CGodskingdom @GodKingdoms @GODskingdom8 @keepcalmGodlive @GtzGeneral @GodLives_InMe @GODLivesInUs God knew it from the beginning.  And is also the only One that can create it.  

Deut. 30
 6 And the Lord thy God will circumcise thine heart, and the heart of thy seed, to love the Lord thy God with all thine heart, and with all thy soul, that thou mayest live.",,,
